6		https://bugs.ruby-lang.org/issues/6
11		https://bugs.ruby-lang.org/issues/11
14		https://bugs.ruby-lang.org/issues/14
17		https://bugs.ruby-lang.org/issues/17
21		https://bugs.ruby-lang.org/issues/21
26		https://bugs.ruby-lang.org/issues/26
98		https://bugs.ruby-lang.org/issues/98
108		https://bugs.ruby-lang.org/issues/108
109		https://bugs.ruby-lang.org/issues/109
112		https://bugs.ruby-lang.org/issues/112
113		https://bugs.ruby-lang.org/issues/113
120		https://bugs.ruby-lang.org/issues/120
121		https://bugs.ruby-lang.org/issues/121
122		https://bugs.ruby-lang.org/issues/122
123		https://bugs.ruby-lang.org/issues/123
140		https://bugs.ruby-lang.org/issues/140
143		https://bugs.ruby-lang.org/issues/143
144		https://bugs.ruby-lang.org/issues/144
161		https://bugs.ruby-lang.org/issues/161
162		https://bugs.ruby-lang.org/issues/162
163		https://bugs.ruby-lang.org/issues/163
164		https://bugs.ruby-lang.org/issues/164
166		https://bugs.ruby-lang.org/issues/166
167		https://bugs.ruby-lang.org/issues/167
172		https://bugs.ruby-lang.org/issues/172
177		https://bugs.ruby-lang.org/issues/177
178		https://bugs.ruby-lang.org/issues/178
179		https://bugs.ruby-lang.org/issues/179
189		https://bugs.ruby-lang.org/issues/189
198		https://bugs.ruby-lang.org/issues/198
201		https://bugs.ruby-lang.org/issues/201
203		https://bugs.ruby-lang.org/issues/203
217		https://bugs.ruby-lang.org/issues/217
220		https://bugs.ruby-lang.org/issues/220
227		https://bugs.ruby-lang.org/issues/227
231		https://bugs.ruby-lang.org/issues/231
232		https://bugs.ruby-lang.org/issues/232
233		https://bugs.ruby-lang.org/issues/233
235		https://bugs.ruby-lang.org/issues/235
236		https://bugs.ruby-lang.org/issues/236
239		https://bugs.ruby-lang.org/issues/239
240		https://bugs.ruby-lang.org/issues/240
244		https://bugs.ruby-lang.org/issues/244
245		https://bugs.ruby-lang.org/issues/245
250		https://bugs.ruby-lang.org/issues/250
251		https://bugs.ruby-lang.org/issues/251
252		https://bugs.ruby-lang.org/issues/252
254		https://bugs.ruby-lang.org/issues/254
255		https://bugs.ruby-lang.org/issues/255
256		https://bugs.ruby-lang.org/issues/256
257		https://bugs.ruby-lang.org/issues/257
259		https://bugs.ruby-lang.org/issues/259
268		https://bugs.ruby-lang.org/issues/268
270		https://bugs.ruby-lang.org/issues/270
272		https://bugs.ruby-lang.org/issues/272
